ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,7e5c299a1a8175ca144d1e4a6ebb191a,2023-01-23,01:47:29,1674418649,shopping_pos,2.17,0,fraud_Pouros-Haag,40.974754,-88.172209
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,93f4ce6301d418e42611b2f3d1fed75c,2023-01-05,06:25:53,1672880153,gas_transport,7.55,0,"fraud_Tillman, Dickinson and Labadie",42.534825,-87.227698
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,c36cb8ecde53f8af2e4f736c078c8cba,2023-01-06,06:24:10,1672966450,gas_transport,6.57,0,fraud_Friesen-D'Amore,41.467279,-88.421756
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,9c2c5a502f3339791724dea49bc5f059,2023-01-22,03:10:35,1674337235,shopping_net,5.07,0,fraud_Heathcote LLC,42.540253,-87.753543
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,28f1ad794d5e1fb3dd425e6da46c97ed,2023-01-22,04:08:39,1674340719,shopping_pos,7.36,0,fraud_Pouros-Haag,42.24442,-88.086223
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,d43e1e840c173d1bb73ce6eb7ffc52eb,2023-01-31,04:18:10,1675118890,entertainment,7.88,0,fraud_Bauch-Blanda,41.694695,-88.576017
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,993fb53b7c00df0594cbecb064818cea,2023-01-07,01:03:17,1673033597,grocery_net,6.49,0,"fraud_Swift, Bradtke and Marquardt",41.130797,-87.119645
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,ada5d878877456ef37eed9f7f9ab0602,2023-02-04,07:33:53,1675476233,food_dining,3.06,0,"fraud_Koss, McLaughlin and Mayer",42.412627,-88.440024
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,d630d0d72827a4a2d3bab0020fdacc97,2023-01-18,08:13:47,1674009827,misc_pos,9.79,0,fraud_Christiansen-Gusikowski,42.366281,-88.187081
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,77591721ae9fb823cb8b9b1dc74ee3ad,2023-01-31,09:57:10,1675139230,entertainment,3.1,0,fraud_Brown-Greenholt,41.680422,-87.843071
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,82820ee70e541fabae36cea92ed93ede,2023-01-21,07:34:15,1674266655,shopping_net,979.01,0,"fraud_Greenholt, O'Hara and Balistreri",40.895822,-87.448641
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,22f5dad150fedc983cae547da3478a1a,2023-01-22,07:22:13,1674352333,shopping_net,1.29,0,"fraud_Heathcote, Yost and Kertzmann",42.503054,-88.040993
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,1c7a60cd402b7d54d2d6ac57a7147517,2023-01-08,08:10:18,1673145618,grocery_pos,24.95,0,fraud_Cartwright-Harris,41.300389,-87.361357
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,0e2dfa626c243e55fa4ec5bce17dd21b,2023-01-04,07:49:23,1672798763,gas_transport,144.9,0,"fraud_Robel, Cummerata and Prosacco",41.229984,-88.438308
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,5344c2a6e7703252d1cd6587bc40a7f4,2023-01-07,07:19:39,1673056179,grocery_net,368.43,0,"fraud_Ferry, Reichel and DuBuque",41.381336,-87.188714
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,53c1a6248a9895ef722b97248c6eb8e4,2023-01-21,08:49:17,1674271157,shopping_net,72.24,0,"fraud_Mosciski, Ziemann and Farrell",41.034839,-88.264754
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,fa3fbc60946314cebcbeff8c6b1355b0,2023-01-01,07:42:06,1672539126,gas_transport,522.47,0,fraud_Heller-Langosh,41.169754,-87.304805
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,37e040abbe04534c0951e7a0b84ba951,2023-01-22,11:20:36,1674366636,shopping_net,26.97,0,fraud_Goyette Inc,42.793273,-86.960238
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,7772f97d6f6f626eacdb739c8ec95adb,2023-01-17,07:27:10,1673920630,misc_pos,7.94,0,"fraud_Lehner, Reichert and Mills",41.06239,-88.140199
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,00be9c5a0f2f6cbb9e1d307e0d2bbe0b,2023-02-04,08:55:18,1675481118,food_dining,4.05,0,fraud_Will Ltd,42.057346,-86.950702
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,f7bd6b76417824350a57cd7a061f1211,2023-02-05,04:04:59,1675550099,food_dining,69.44,0,"fraud_Schumm, McLaughlin and Carter",42.17157,-88.52859
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,6a942a226452db2cb14ff7b840219ef8,2023-01-22,11:07:35,1674365855,shopping_net,11.57,0,"fraud_Altenwerth, Cartwright and Koss",41.687072,-87.909549
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,0ce05ee99d67b0625125f4427626786c,2023-01-10,05:48:31,1673309911,grocery_pos,103.78,0,"fraud_Schultz, Simonis and Little",42.584549,-88.031917
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,9901e4ba953f5b8c65c84788962ca481,2023-01-06,07:51:59,1672971719,gas_transport,139.44,0,"fraud_Stroman, Hudson and Erdman",41.391932,-86.892938
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,7b32019495fbb7d69158dd239ca4937d,2023-02-03,09:43:58,1675397638,food_dining,140.29,0,fraud_Kuhn Group,40.986783,-87.930625
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,44cf2fc09835283bc47fbcf29a7e3e70,2023-01-01,00:03:46,1672511626,gas_transport,92.02,0,"fraud_Greenholt, Jacobi and Gleason",41.532778,-88.166044
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,4ceb12e42fd19ee9a1f3d41598a6394e,2023-01-23,09:41:12,1674447072,shopping_pos,24.61,0,fraud_Jacobi and Sons,40.91312,-88.568533
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,b539a6c2be61d5ffbda6e99e7cdc710a,2023-02-04,03:09:27,1675460367,food_dining,125.17,0,"fraud_Schumm, McLaughlin and Carter",42.734853,-87.424718
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,f2d2f15df3e9034d36c9abd133718dce,2023-01-10,10:30:33,1673326833,grocery_pos,203.93,0,fraud_Bauch-Raynor,41.032176,-87.968761
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,eba7112d8666038d46c52ecaf2a8040f,2023-01-28,00:57:54,1674847674,shopping_pos,49.71,0,fraud_Lynch Ltd,41.598552,-88.188041
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,54bedfefa13d3995018c949703e8ca71,2023-01-12,06:39:51,1673485791,grocery_pos,58.28,0,fraud_Rutherford-Mertz,42.361665,-88.216398
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,03e9de30638c9c4cdd9bc9dd8b894459,2023-02-01,11:03:54,1675229634,entertainment,54.34,0,"fraud_Parker, Nolan and Trantow",42.248093,-88.303046
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,99f2b5d77ad81f894f166f91448b4db9,2023-01-20,07:03:20,1674178400,shopping_net,21.33,0,fraud_Hills-Witting,42.648158,-87.700681
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,761c5553faed710450297bd5b6db3df5,2023-01-08,10:01:43,1673152303,grocery_pos,79.2,0,fraud_Kutch and Sons,42.329279,-87.906437
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,845be030a82b7f1f3bafeef347eed27a,2023-02-24,20:04:55,1677249295,personal_care,163.06,0,fraud_Parker-Kunde,41.431438,-87.9031
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,efd9c6917a48c08c9e20837813f4eb46,2023-02-11,12:52:54,1676100174,home,111.87,0,"fraud_Crist, Jakubowski and Littel",41.843109,-87.830186
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,0537674f4adc0a812d757d6cfd87a463,2023-02-24,15:01:55,1677231115,personal_care,154.36,0,fraud_Kozey-Kuhlman,42.431985,-86.939443
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,d4cbb1da3d31fdf5eb6a41307c66f420,2023-02-21,16:06:24,1676975784,kids_pets,47.88,0,fraud_Schoen Ltd,42.078245,-86.922983
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,672f43afbc8b1f0b7b8c8b7f5ef5868c,2023-02-19,23:36:14,1676829974,kids_pets,60.41,0,fraud_Ruecker-Mayert,41.458076,-88.866468
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,e4a2ac02340b2b015297acd8abbac6c1,2023-02-26,19:36:03,1677420363,personal_care,60.58,0,fraud_Kub PLC,42.807176,-88.851885
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,e61e91de0d885095e9a767d1e47855c6,2023-02-10,12:45:09,1676013309,health_fitness,137.95,0,"fraud_Conroy, Balistreri and Gorczany",40.947178,-88.677026
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,10f24ad600ea042a3c84b67852413453,2023-02-10,23:27:34,1676051854,health_fitness,6.67,0,"fraud_Klocko, Runolfsdottir and Breitenberg",41.228069,-87.186372
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,5f6ccb3ef09f747c371230678b895350,2023-02-05,12:10:18,1675579218,food_dining,133.94,0,"fraud_Reinger, Weissnat and Strosin",42.088849,-87.101471
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,b319c40e39b212eb8f9c2a0f45907256,2023-02-25,21:34:30,1677341070,personal_care,227.54,0,fraud_Langworth LLC,41.935417,-86.953613
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,3d0c39c74503f7c2b83d8dbd4c8090f2,2023-02-21,23:47:08,1677003428,kids_pets,17.7,0,fraud_Weimann-Lockman,42.28804,-88.504741
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,9cb9aa9ef1a2806bf97ed62a2f872601,2023-02-17,13:39:36,1676621376,kids_pets,8.49,0,fraud_Bednar PLC,41.277775,-88.372757
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,89534c8adaf7a381c8558929c44d6ea5,2023-02-24,20:37:22,1677251242,personal_care,68.62,0,"fraud_Kihn, Brakus and Goyette",41.55353,-88.713343
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,433764d87f009b4897c3fab5b13e8afd,2023-02-16,17:12:10,1676547730,home,67.72,0,"fraud_Koss, Hansen and Lueilwitz",41.322711,-87.201846
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,2f627070be34de2cfe63c07d595c18a8,2023-02-19,22:57:05,1676827625,kids_pets,95.58,0,fraud_Hammes-Beatty,42.234583,-87.178923
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,ad0da6152c8ab56c7866706c190803c6,2023-02-13,20:38:12,1676300892,home,18.23,0,"fraud_Crist, Jakubowski and Littel",42.650339,-88.327889
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,790e0b8d028cae48c152bc91a234f538,2023-02-05,18:17:03,1675601223,food_dining,53.09,0,"fraud_Konopelski, Schneider and Hartmann",42.254558,-88.150477
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,c7019a7a98947c3920ceac491e0a447f,2023-02-06,16:38:44,1675681724,food_dining,11.34,0,fraud_Powlowski-Weimann,42.709161,-88.367274
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,f8c3992698c8b2ac193252e0b08e027c,2023-02-13,14:24:15,1676278455,home,51.78,0,fraud_Schmidt-Larkin,41.816247,-88.208285
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,3bb0335058e30b0f9980ef0f2b7d3686,2023-02-28,16:24:39,1677581679,travel,96.25,0,fraud_Fritsch LLC,41.782886,-87.49671
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,5515a0a2109f3f4b657309eda33570c3,2023-02-26,14:51:06,1677403266,personal_care,13.28,0,fraud_Yost-Rogahn,42.294948,-87.208158
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,52b3713a00080c0d5bd9c14e5eb7edac,2023-02-06,21:57:51,1675700871,food_dining,1.73,0,fraud_Jakubowski Group,42.341478,-88.694863
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,af7465aad815996e0f66ce9c2621c8bb,2023-02-26,20:25:24,1677423324,personal_care,94.43,0,fraud_Sporer-Keebler,42.814674,-87.517291
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,5af66aee0b50940b98f0c6b6069ea547,2023-02-11,16:54:52,1676114692,home,4.01,0,fraud_Pollich LLC,42.27549,-88.852998
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,203c338f90975bd886143e83f20ff98e,2023-02-17,13:45:06,1676621706,kids_pets,88.87,0,fraud_Gottlieb Group,41.41156,-86.895375
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,07770a0b404954876a55fbfce3fc6e5c,2023-02-18,16:30:15,1676718015,kids_pets,17.64,0,fraud_Little Ltd,42.314487,-88.23929
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,fddcfb71d7f783e21323b5e51ce7f48c,2023-02-13,14:44:16,1676279656,home,83.15,0,fraud_Stark-Koss,42.372079,-87.340662
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,19f8a92742cb832840e3ebcd241ef8bb,2023-02-09,23:02:18,1675963938,health_fitness,1.34,0,fraud_Friesen Ltd,40.842495,-88.637
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,f382c76d7e76f87010d777678ffb5d18,2023-02-26,16:08:17,1677407897,personal_care,34.24,0,fraud_Kirlin and Sons,42.731734,-87.591404
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,e40a669b1364625c7a5a72c7850efafc,2023-02-13,22:57:09,1676309229,home,39.17,0,fraud_Wuckert-Goldner,41.071585,-87.330651
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,0ef7f1d85b77d2a17acb5122d6e98f4e,2023-02-09,14:32:21,1675933341,health_fitness,6.05,0,fraud_Hirthe-Beier,41.156124,-87.708439
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,ca615336ebf7e1955f9e4b76cd1d1973,2023-02-23,23:02:49,1677173569,personal_care,120.93,0,fraud_Erdman-Schaden,42.737484,-87.567706
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,0a64e4d907278b0d21caa75d553c86a1,2023-02-25,18:33:53,1677330233,personal_care,62.72,0,fraud_Kub PLC,40.894178,-88.238929
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,ddc982c1dcd3bd7ccf796d9437f78590,2023-02-06,18:43:15,1675689195,food_dining,73.86,0,"fraud_Lakin, Ferry and Beatty",41.488762,-87.452892
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,818277808228de514fdf43d0724dcd85,2023-02-26,16:36:49,1677409609,personal_care,227.96,0,fraud_Kub PLC,42.474428,-88.073459
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,37062ef7b35dc978ddb65085bd8dd71c,2023-02-26,19:56:12,1677421572,personal_care,54.89,0,fraud_Emmerich-Rau,41.417899,-88.658699
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,822a70d6f5f6f1cc5132ea7dfefa2ec2,2023-03-01,13:00:52,1677655852,travel,69.05,0,fraud_Johnston-Casper,42.613106,-87.441834
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,044532edbf2cd5438f04dfb009e33585,2023-02-19,16:26:58,1676804218,kids_pets,134.14,0,fraud_Berge-Hills,41.294533,-87.672812
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,78b41ded9a47eb1ef5660c0b972cf13b,2023-02-25,18:30:10,1677330010,personal_care,62.2,0,fraud_Watsica LLC,42.433399,-88.276657
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,e32aa9bbeb52358128c409d5d9f67124,2023-02-11,18:35:16,1676120716,home,161.54,0,fraud_Eichmann-Kilback,42.034054,-87.022569
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,135cdc6ff15ca7c73c2a0ad9a247f761,2023-02-25,18:35:51,1677330351,personal_care,7.66,0,fraud_Abbott-Steuber,41.318522,-87.485976
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,75f73eb4043da4a56210bf6f277ce79b,2023-02-22,16:11:39,1677062499,kids_pets,69.31,0,fraud_Nolan-Williamson,41.335043,-87.816409
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,1d7dbc1efb24e6af49f8b876e6754db2,2023-02-11,12:43:12,1676099592,home,15.73,0,fraud_Stark-Koss,42.558228,-88.725195
479-94-0888,4065133387262473,David,Leblanc,M,108 Tanya Terrace Apt. 267,La Grange Park,IL,60526,41.8318,-87.874,13576,Quarry manager,1962-12-27,950105810049,adults_50up_male_urban.json,482a2d0f4d8ccdbf7a51b15c04f89d7f,2023-02-14,12:30:20,1676358020,home,39.09,0,fraud_Botsford PLC,42.059611,-88.455727
